idiom,count
marry the ketchup,14
marsh light,14
mass destruction,14
master class,14
master key,14
master plan,14
match cut,14
match made in heaven,14
match made in hell,14
matter at hand,14
matter of course,14
matter of life and death,14
a matter of time,14
maximum attack,14
may God be my witness,14
may I pass through,14
may as well,14
may you live in interesting times,14
me gusta,14
"marry in haste, repent at leisure",14
marriage of convenience,14
man is the measure of all things,14
marriage bed,14
man on the street,14
man plans and God laughs,14
"Man proposes, God disposes",14
Man shall not live by bread alone,14
man the fort,14
man up,14
man versus time,14
manners maketh man,14
many a mickle makes a muckle,14
many a time and oft,14
many hands make light work,14
many happy returns,14
many moons ago,14
many such cases,14
mare's fart,14
mare's nest,14
marine art,14
mark my words,14
mark one's own homework,14
mark someone's card,14
mark time,14
me neither,14
methinks,14
me three,14
me too,14
melon head,14
melt down,14
melt in the mouth,14
melt into,14
melting point,14
melting pot,14
memory bank,14
memory lane,14
mend fences,14
mend one's ways,14
Mene Mene Tekel Upharsin,14
mental gymnast,14
mental masturbation,14
merchant of death,14
merchant prince,14
mercy buckets,14
mercy fuck,14
mere mortal,14
Merry Christmas,14
merry dance,14
merry men,14
meeting place,14
meeting of the minds,14
meeting of the mindless,14
measure up,14
meal ticket,14
mean business,14
mean people suck,14
mean streak,14
mean the world to,14
meant to,14
measure swords with,14
measure the drapes,14
"measure twice, cut once",14
meat market,14
meet one's maker,14
meat on one's bones,14
meat on the bones,14
meat pie,14
meat rack,14
meat sweats,14
meat tray,14
media darling,14
meet a sticky end,14
meet halfway,14
man of the people,14
man is a wolf to man,14
message in a bottle,14
make it snappy,14
make it up to,14
make light of,14
make light work of,14
make like a banana and split,14
make like a tree and leave,14
make love to the camera,14
"make love, not war",14
make matters worse,14
make me,14
make mention of,14
make mincemeat out of,14
make money,14
make muffins,14
make news,14
make no bones about,14
make no mistake,14
make noise,14
make one's bed and lie in it,14
make one's bow,14
make one's hand,14
make one's mark,14
make it up as one goes along,14
make it rain,14
man down,14
make it make sense,14
make do,14
make do and mend,14
make ends meet,14
make every effort,14
make for,14
make fun of,14
make game of,14
make a garden,14
make good,14
make good on,14
make ground,14
make happen,14
make hard work of,14
make haste slowly,14
make head against,14
make head or tail of,14
make headway,14
make heavy going of,14
make heavy weather,14
make history,14
make it do or do without,14
make one's way,14
make oneself at home,14
make oneself clear,14
make out like a bandit,14
make the most of,14
make the running,14
make the weather,14
make the welkin ring,14
make the world go round,14
make time,14
make time with,14
make to order,14
make to stock,14
make trial of,14
make up one's mind,14
make up the numbers,14
make waves,14
make way,14
make yourself at home,14
makes you think,14
"mama's baby, papa's maybe",14
mama's boy,14
mama's girl,14
man about town,14
man bites dog,14
make the grade,14
make the cut,14
make the best of one's way,14
make someone's blood boil,14
make over,14
make peace,14
make pigs of,14
make quick work of,14
make room,14
make sail,14
make sense,14
make shit of,14
make short work of,14
make someone's day,14
make the best of,14
make someone's ears sad,14
make someone's head spin,14
make someone's jaw drop,14
make someone's skin crawl,14
make someone's teeth itch,14
make something of oneself,14
make sport of,14
make strange,14
make the bald man cry,14
mess of pottage,14
method in one's madness,14
out loud,14
more's the pity,14
mother lode,14
mother of all,14
the motion of someone's ocean,14
motive power,14
mouth of a sailor,14
mouth the words,14
mouthful of marbles,14
move ahead,14
move along,14
move forward,14
move furniture,14
move heaven and earth,14
move house,14
move on,14
move one's body,14
move out,14
move someone to tears,14
move the chains,14
move the goalposts,14
move the needle,14
move the yardsticks,14
mother hen,14
more than you have had hot dinners,14
moose test,14
more than one bargained for,14
moral bankruptcy,14
moral high ground,14
moral low ground,14
moral of the story,14
morally bankrupt,14
more at eleven,14
more by token,14
more confusing than a Rubik's cube,14
more cry than wool,14
more equal,14
"more haste, less speed",14
more honored in the breach,14
more is more,14
more like,14
more like it,14
more money than brains,14
more often than not,14
"more plates, more dates",14
more power to someone,14
more sauce than meat,14
more than meets the eye,14
move through the gears,14
move up in the world,14
"move your feet, lose your seat",14
movie jail,14
murder will out,14
murderers' row,14
muscle up,14
mush up,14
music of the spheres,14
music to someone's ears,14
musical chairs,14
must get in front,14
must have been the wind,14
must have killed a Chinaman,14
mustard seed,14
mustn't grumble,14
mutual admiration society,14
my back teeth are floating,14
my body is ready,14
"my body, my choice",14
my condom broke,14
"my country, right or wrong",14
my culture is not your costume,14
my eyes are up here,14
my head's a shed,14
mum's the word,14
multum in parvo,14
multi-word expression,14
mud fight,14
moving part,14
mow down,14
much ado about nothing,14
much good may it do someone,14
much less,14
much of a muchness,14
much to be said,14
mud bath,14
mud fence,14
mud monkey,14
mukluk telegraph,14
mud on one's boots,14
mud sticks,14
mud wrestling,14
muddle along,14
muddy the waters,14
muddy up,14
muffin top,14
mug's game,14
mugged by reality,14
mop water,14
moonlight flit,14
mi casa es su casa,14
mind one's Ps and Qs,14
mind virus,14
mind you,14
mind's ear,14
mind's eye,14
miners' canary,14
mines and minerals,14
Ming vase,14
mini splits,14
minor miracle,14
mint condition,14
misery loves company,14
misfortunes never come singly,14
miss the mark,14
miss the memo,14
misses and kisses,14
missing link,14
missing stair,14
mission accomplished,14
mission creep,14
missionary zeal,14
mist over,14
mind the store,14
mind one's own business,14
moonlight and roses,14
mind one's language,14
mic drop,14
give the middle finger,14
middle for diddle,14
middle ground,14
middle of the road,14
might as well,14
might makes right,14
Mighty oaks from little acorns grow,14
cash cow,14
a mile a minute,14
miles away,14
milieu control,14
milk before meat,14
milk of human kindness,14
milk the clock,14
milk truck,14
milling machine,14
million-dollar question,14
millstone around one's neck,14
mince words,14
mind how you go,14
mistake windmills for giants,14
misters before sisters,14
mists of time,14
mix apples and oranges,14
money talks,14
"money talks, bullshit walks",14
money's worth,14
monkey around,14
monkey business,14
monkey in the middle,14
monkey on one's back,14
"monkey see, monkey do",14
monkey show,14
monkey trap,14
monkey up,14
throw a monkey wrench into the works,14
monkey's paw,14
monkeys humping a football,14
monkeys might fly out of my butt,14
montagne russe,14
"month in, month out",14
month of Sundays,14
mood music,14
moon cycle,14
moonshot,14
money pit,14
money makes the world go round,14
Money is the root of all evil,14
mock turtle,14
mix it up,14
mix up,14
mixed bag,14
mixed blessing,14
mixed herbs,14
mixed message,14
mixed metaphor,14
mixed picture,14
mobilia sequuntur personam,14
mocking is catching,14
money is no object,14
a modest proposal,14
Molon labe,14
moment of truth,14
mommy brain,14
money can't buy happiness,14
money does not smell,14
money doesn't grow on trees,14
money for jam,14
money for old rope,14
make contact with,14
make bricks without straw,14
make book,14
linger on,14
lion's den,14
lion's provider,14
lion's share,14
lip service,14
liquid courage,14
liquid gold,14
listen to you,14
listen up,14
listen with half an ear,14
litmus test,14
little black dress,14
little emperor,14
little girl,14
little head,14
a little mad,14
a little old,14
little pitcher,14
little pitchers have big ears,14
little strokes fell great oaks,14
live a lie,14
live and die by,14
link in,14
line up one's ducks,14
like a scalded dog,14
line someone's pockets,14
like butter on a bald monkey,14
like cheese at fourpence,14
"like father, like son",14
"like mother, like daughter",14
like no other,14
like one's life depended on it,14
like you own the place,14
like strange bulldogs,14
like talking to a wall,14
like the sound of one's own voice,14
like turkeys voting for Christmas,14
like water off a duck's back,14
limber up,14
line drawing,14
line drawn on water,14
line in the sand,14
line of attack,14
line of country,14
line of fire,14
line of thought,14
line one's pockets,14
live and let live,14
live beyond one's means,14
live down,14
"live fast, die young",14
loaded dice,14
loaded for bear,14
loaded language,14
loaded word,14
loaf about,14
loaf around,14
"location, location, location",14
lock horns,14
lock into,14
lock it in,14
locked up,14
locks only keep honest people honest,14
log off,14
logistical nightmare,14
lone gunman,14
lone it,14
lone wolf,14
"long absent, soon forgotten",14
the long arm,14
long arm of the law,14
long drink,14
load up on,14
load up,14
load of shit,14
got a live one,14
live in sin,14
live in the past,14
live in the shadow of,14
live it up,14
live large,14
live long and prosper,14
live off,14
live on,14
live on the edge,14
live over the brush,14
the living end,14
live paycheck to paycheck,14
live rent-free in someone's head,14
live the dream,14
live to tell the tale,14
live under a rock,14
live up to,14
live wire,14
live with,14
living death,14
like a wolf on the fold,14
like a scalded cat,14
make bones about,14
lick and a promise,14
lick the log,14
lick one's chops,14
lick one's wounds,14
lick out,14
lick someone's ass,14
lick someone's balls,14
lick someone's boots,14
lick the pants off,14
lie at someone's door,14
lie prostrate,14
lie ill in one's mouth,14
lie low,14
lie through one's teeth,14
life buoy,14
life expectancy,14
life goes on,14
life happens,14
life imitates art,14
Life is like a box of chocolates,14
life is not all beer and skittles,14
life is short,14
lick into shape,14
license to print money,14
like a phoenix from the ashes,14
libel chill,14
let's be having you,14
let's get the party started,14
let's get this circus on the road,14
let's go,14
"let's go, Brandon",14
let's have it,14
let's hear it for someone,14
let us know,14
let's not and say we did,14
let's roll,14
let's say,14
let's see,14
level best,14
level off,14
level to the ground,14
level up,14
level with,14
lex dubia non obligat,14
lexical bundle,14
lexical item,14
"liar, liar, pants on fire",14
life is too short,14
Life is what you make it,14
life of Riley,14
take on a life of its own,14
light up like a Christmas tree,14
light years ahead,14
light-bulb moment,14
lighten someone's purse,14
lighten up,14
lightning bolt,14
lightning fast,14
lightning in a bottle,14
lightning never strikes the same place twice,14
lightning rod,14
lightning strike,14
lights out,14
"lights, camera, action",14
like a bull at a gate,14
like a champ,14
like a chicken with the pip,14
like a demon,14
like a duck takes to water,14
like a man possessed,14
like a martin to his gourd,14
like a monkey on a stick,14
light up a room,14
light up,14
light the touch-paper,14
lift the lid,14
life raft,14
give (someone) the life story,14
life support,14
life's a bitch,14
life's a bitch and then you die,14
lift a finger,14
lift all boats,14
lift one's game,14
lift someone's spirits,14
light a fire under (someone),14
light someone's ass up,14
light at the end of the tunnel,14
light bucket,14
light bulb moment,14
light cone,14
light in the loafers,14
lit into,14
light of one's eye,14
light on the hill,14
light side of the Force,14
on the long finger,14
long fuse,14
the long green,14
lump in one's throat,14
lunch pail,14
lush it up,14
