idiom_id,idiom_canonical,idiom_surface,example,idiom_canonical_meaning,source,source_type,pos,tags,idiom_confidence,source_url,record_origin,license_source,example_language,meaning_language,idiom_domain,idiom_register,slang_strength,regionality,generation_notes
syn_61ffddca39efb627,swipe right syndrome,swipe right syndrome,,"habit of casually rejecting or accepting options without much thought, especially in dating apps",llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,"from Tinder's swiping metaphor, used figuratively."
syn_d9130002e4b5efc8,influencer fallout,influencer fallout,,negative consequences or controversy surrounding a social media influencer,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,uses 'fallout' metaphor for consequences in influencer culture.
syn_80b751c83408bc4a,digital detox dive,digital detox dive,,intentional break from digital devices and online activity,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,neutral,weak,general_english,combines popular wellness phrase with metaphor of diving in/out.
syn_f6b199e54c5831d8,retweet riot,retweet riot,,a viral or chaotic spread of retweets causing uproar or hysteria,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,strong,online_global,alliterative phrase referring to social media activity.
syn_60ccbcd1699a2f70,cancel culture cyclone,cancel culture cyclone,,rapid and overwhelming wave of cancellations impacting multiple people or brands,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,uses cyclone metaphor to emphasize destructive force.
syn_79b0c7061d6948e8,tiktok timewarp,tiktok timewarp,,sudden realization of having spent a long time consuming TikTok videos,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,timewarp metaphor captures distorted time perception.
syn_7201c7b85a2f0eb9,fomo fuel,fomo fuel,,anything that increases the feeling of missing out on events or trends,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,general_english,FOMO is established—this phrase metaphorically treats it as a resource.
syn_e957efc116b7e951,selfie spotlight shift,selfie spotlight shift,,"change in focus from surroundings to oneself, often in social media contexts",llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,neutral,weak,online_global,plays on 'spotlight' as attention and selfie culture.
syn_29a2443b1011ef5a,meme magic moment,meme magic moment,,an unexpected viral success or cultural impact created by a meme,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,'meme magic' is a popular internet phrase; used figuratively.
syn_4fe6d37f42331a3a,subtweet storm,subtweet storm,,a sequence of indirect or passive-aggressive tweets causing social drama,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,combines subtweeting with storm metaphor.
syn_3837134823aa87e5,gig economy grind,gig economy grind,,"the challenging, continuous effort of working irregular or freelance jobs",llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,medium,general_english,grind denotes hard work; applied to gig economy workers.
syn_6086c91636348d90,clout cave,clout cave,,a place or mindset focused solely on gaining social media influence,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,'cave' metaphor for retreat or obsession place.
syn_7c4b3e72c5635812,cancel carousel,cancel carousel,,the repetitive cycle of public outrage and cancellation happening to various individuals,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,carousel metaphor implies endless rotation.
syn_1c3476df4fd5c279,stream sniping shadow,stream sniping shadow,,an unseen presence disrupting or interfering in someone's online live stream,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,shadow evokes secretive or hidden interference.
syn_5d636489c8dc9678,influencer ignition,influencer ignition,,the moment an online personality gains rapid fame or attention,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,ignition metaphor for sudden start or boost.
syn_3a2f5e195512b060,corporate cosplay,corporate cosplay,,behaviors where corporate entities imitate popular culture to appear trendy or relatable,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,business,informal,weak,general_english,cosplay metaphor for imitation in a business context.
syn_3c413cb88b6d3400,hashtag hijack,hashtag hijack,,taking over a social media hashtag for unintended or disruptive purposes,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,'hijack' implies forceful takeover on social media.
syn_07e8de296504bfcc,clapback cavalry,clapback cavalry,,a group of supporters who respond aggressively in defense on social media,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,strong,online_global,'cavalry' metaphor for rescue or support group.
syn_a222cd238dd75731,influencer echo chamber,influencer echo chamber,,social media space where influencers and followers only reinforce shared opinions,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,neutral,weak,online_global,echo chamber is established phrase; applied to influencer context.
syn_92c16683733fdd3e,like button burnout,like button burnout,,feeling exhausted or indifferent towards social media approval and likes,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,combines physical burnout metaphor with 'like button' use.
syn_465686d151a56405,content creator's curse,content creator's curse,,the pressure to constantly generate engaging material causing stress or fatigue,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,curse metaphor for negative side of content creation.
syn_c7a21adec59e9b8c,stream snatch,stream snatch,,an unexpected interruption or theft of attention during a live broadcast,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,snatch implies forceful or sudden taking.
syn_6531ed912548d9e3,filter face fatigue,filter face fatigue,,weariness from maintaining a perfect or filtered online appearance,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,metaphor for exhaustion with cosmetic filters' expectations.
syn_c678b4200ec0c52a,emoji economy,emoji economy,,the complex and creative use of emojis as currency or expression in online culture,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,neutral,weak,online_global,economic metaphor applied to emoji use and meaning.
syn_ba25a58b258ec70e,ghost follower graveyard,ghost follower graveyard,,a social media account with many inactive or fake followers,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,'graveyard' metaphor for dormant or dead followers.
syn_7111e29d7da94809,cancel button blitz,cancel button blitz,,an intense wave of social media users calling for cancellation or boycott,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,"blitz conveys fast, overwhelming action."
syn_a1b3422d937a72f9,swipe saga,swipe saga,,ongoing experience of dating app interactions or rejections,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,general,informal,medium,american,alliterative phrase dramatizing swipe-based dating.
syn_feb9b8b68e6ddbc7,clout cloud,clout cloud,,an aura or perception of influence created by social media presence,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,slang,medium,online_global,cloud metaphor shows intangible but pervasive influence.
syn_895420c85e6de304,tiktok tornado,tiktok tornado,,rapid and chaotic spread of TikTok trends or controversies,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,tornado conveys fast-moving social media events.
syn_5210b2f0e95de159,dm drama dive,dm drama dive,,engaging deeply or getting involved in private message controversies,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,metaphor of diving into private social media conflicts.
syn_386aa090c3164497,hashtag heatwave,hashtag heatwave,,a sudden surge of trending hashtags causing intense online attention,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,heatwave metaphor emphasizes intensity and duration.
syn_4e0e5a52be2c1bb0,retweet ripple effect,retweet ripple effect,,gradual but spreading impact of a retweet through social networks,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,neutral,weak,online_global,ripple effect is common metaphor for spreading influence.
syn_2e07cd9fb5b309dc,social media smoke bomb,social media smoke bomb,,a sudden online distraction or confusion tactic often to divert attention,llm_generated_inventory,synthetic_generation,phrase,pop_culture_modern,0.7,synthetic,synthetic_generation_pipeline,synthetic_llm,en,en,internet,informal,medium,online_global,smoke bomb metaphor adapted for social media use.
